ego_aid,paper_id,title,doi,original_file,umap_1,umap_2
A5066791342,c6b8cf343696909c747e3feaeec4995eb6b9c375,Data-driven Modeling of Granular Chains with Modern Koopman Theory,https://doi.org/10.48550/arxiv.2411.15142,embeddings_A5066791342,14.337455,5.9168167
A5085232359,88a05f6d4a4db1c535bff1f5f6517f124298d2ae,The Distribution and Abundance of Tallgrass Prairie Plants: A Test of the Core-Satellite Hypothesis,https://doi.org/10.1086/284695,embeddings_A5085232359,10.307981,8.055689
A5085232359,a8eae3f7ad9d3042a8b4e6a4c3cef5ad7333d9f2,"Determinants of Recruitment, Juvenile Growth, and Spatial Distribution of a Shallow-Water Gorgonian",https://doi.org/10.2307/1943170,embeddings_A5085232359,9.914586,7.9265447
A5085232359,24c27e543a7e4506d5ce22fa09ecfcc71f4b13c1,"Metapopulation Models: The Rescue Effect, the Propagule Rain, and the Core-Satellite Hypothesis",https://doi.org/10.1086/285249,embeddings_A5085232359,10.364234,8.090191
A5085232359,f46c324f96c9751bf58c394f36ac2672018187da,"Demographic Models for Leptogorgia Virgulata, A Shallow‐Water Gorgonian",https://doi.org/10.2307/2937187,embeddings_A5085232359,9.796152,7.971056
A5085232359,f8fe290f02605ac9de18c7f3bc96bbd5a4107737,Ecological character displacement in a variable environment,https://doi.org/10.1016/0040-5809(91)90040-m,embeddings_A5085232359,9.648725,8.717396
A5085232359,4a891236f02f27f68234bee531e3a9950da59626,Ant lion zones: causes of high-density predator aggregations,https://doi.org/10.2307/1939517,embeddings_A5085232359,10.0316925,7.970074
A5085232359,d9dd2fe20feec49778fd9dc2c854787c93ec709b,"The Macroecology of Cyprinella: Correlates of Phylogeny, Body Size, and Geographical Range",https://doi.org/10.1086/285694,embeddings_A5085232359,9.655892,8.222517
A5085232359,865f3f53d501c35d7429cc9f65518833ba5a784c,EVOLUTIONARY PATTERNS OF ALTERED BEHAVIOR AND SUSCEPTIBILITY IN PARASITIZED HOSTS,https://doi.org/10.1111/j.1558-5646.1996.tb03890.x,embeddings_A5085232359,9.353019,8.65862
A5085232359,794b66aa00b581ec5a1f9d2a1f8ceba007ce3d5f,"GEOGRAPHIC VARIATION IN LIFE‐HISTORY TRAITS OF THE ANT LION, MYRMELEON IMMACULATUS: EVOLUTIONARY IMPLICATIONS OF BERGMANN'S RULE",https://doi.org/10.1111/j.1558-5646.1999.tb04531.x,embeddings_A5085232359,9.246131,8.690514
A5085232359,d7a6d5a027bf8bd5e090251a17cb36b4b204a43c,Bergmann's rule in the ant lion Myrmeleon immaculatus DeGeer (Neuroptera: Myrmeleontidae): geographic variation in body size and heterozygosity,https://doi.org/10.1046/j.1365-2699.1999.00271.x,embeddings_A5085232359,9.144601,7.5443645
A5085232359,dedf023d290dae55517e87aa149f68f2f461710b,How Do Communities Come Together?,https://doi.org/10.1126/science.286.5445.1684a,embeddings_A5085232359,10.1652,8.025781
A5085232359,50e6f515112a2c11b534a67b4b95e8d7b74fbba2,SPECIES CO‐OCCURRENCE: A META‐ANALYSIS OF J. M. DIAMOND'S ASSEMBLY RULES MODEL,https://doi.org/10.1890/0012-9658(2002)083[2091:scoama]2.0.co;2,embeddings_A5085232359,10.287423,8.166005
A5085232359,b323086a5bc031724487dfda79a5b16fd69c503b,Co‐occurrence of ectoparasites of marine fishes: a null model analysis,https://doi.org/10.1046/j.1461-0248.2002.00288.x,embeddings_A5085232359,10.097129,8.0994
A5085232359,e6a35f115c30ca342cdfd82e972902e4993ce1fe,"Nitrogen availability alters the expression of carnivory in the northern pitcher plant, Sarracenia purpurea",https://doi.org/10.1073/pnas.022057199,embeddings_A5085232359,9.674691,7.625446
A5085232359,bbdd3df14724d12158eea74c9821b81be8fadef9,Ecology: Biodiversity in the scales,https://doi.org/10.1038/419575a,embeddings_A5085232359,9.455214,6.9968286
A5085232359,886dda35447cbdd84509d2d70be9c2cd1760377d,ANT DIVERSITY IN PITCHER-PLANT BOGS OF MASSACHUSETTS,https://doi.org/10.1656/1092-6194(2002)009[0267:adippb]2.0.co;2,embeddings_A5085232359,10.302387,7.8253794
A5085232359,aa6072a41dbc9d4bffff3fa8e2d659eb32f288c3,Community disassembly by an invasive species,https://doi.org/10.1073/pnas.0437913100,embeddings_A5085232359,10.130813,8.13118
A5085232359,37494baf93ea23950c5a80a519ac6a7e6fe7eb5b,Reverse latitudinal trends in species richness of pitcher-plant food webs,https://doi.org/10.1046/j.1461-0248.2003.00504.x,embeddings_A5085232359,10.344601,7.893694
A5085232359,a6a5574d3d8e4a2e92dd5d723c87cea8cf725693,The evolutionary ecology of carnivorous plants,https://doi.org/10.1016/s0065-2504(03)33009-0,embeddings_A5085232359,9.525573,8.13976
A5085232359,379959e0433908b54c4cd8013d8490dac418854a,Bergmann's rule in larval ant lions: testing the starvation resistance hypothesis,https://doi.org/10.1111/j.1365-2311.2003.00554.x,embeddings_A5085232359,9.187105,7.5359945
A5085232359,d24104a83152826e2952e71cf20c6dbf8943a162,Predicting Species Occurrences: Issues of Accuracy and Scale,https://doi.org/10.1642/0004-8038(2003)120[1199:psoioa]2.0.co;2,embeddings_A5085232359,10.877239,3.3646567
A5085232359,14a7c6d6896bfff13d74e20f2b3a813b976f9cb3,The Mid‐Domain Effect and Species Richness Patterns:What Have We Learned So Far?,https://doi.org/10.1086/382056,embeddings_A5085232359,10.376695,8.225149
A5085232359,721a7cc487ed9b7a58780a875dd82ee96c3f5793,The Mid‐Domain Effect: There’s a Baby in the Bathwater,https://doi.org/10.1086/491689,embeddings_A5085232359,11.518875,6.589262
A5085232359,fe6e36754f523134aea3bf99c7c0b3ddb85a97b1,PREY ADDITION ALTERS NUTRIENT STOICHIOMETRY OF THE CARNIVOROUS PLANT SARRACENIA PURPUREA,https://doi.org/10.1890/04-1673,embeddings_A5085232359,9.66783,7.6513104
A5085232359,71553171e0493eb333e6aa36198aa13fa0d3b3a0,"The effects of fire, local environment and time on ant assemblages in fens and forests",https://doi.org/10.1111/j.1366-9516.2005.00192.x,embeddings_A5085232359,10.49142,7.773675
A5085232359,99315d431d984d57676152b2ead36154eed039a4,Predicting continental-scale patterns of bird species richness with spatially explicit models,https://doi.org/10.1098/rspb.2006.3700,embeddings_A5085232359,10.435706,8.0723
A5085232359,c8b48e72878034ccf00193e6574365cf48baed1a,"Assembly rules of ground‐foraging ant assemblages are contingent on disturbance, habitat and spatial scale",https://doi.org/10.1111/j.1365-2699.2007.01714.x,embeddings_A5085232359,10.321814,7.979203
A5085232359,c9ad791947db9a729dd69c601cc8220f07b2373d,Rapid Inventory of the Ant Assemblage in a Temperate Hardwood Forest: Species Composition and Assessment of Sampling Methods,https://doi.org/10.1603/0046-225x(2007)36[766:riotaa]2.0.co;2,embeddings_A5085232359,10.356238,7.7159805
A5085232359,5a364d713770a727fe55dd830b0bdb135eaa6a1b,Partitioning the effects of biodiversity and environmental heterogeneity for productivity and mortality in a tropical tree plantation,https://doi.org/10.1111/j.1365-2745.2008.01419.x,embeddings_A5085232359,10.50553,7.3524437
A5085232359,02a13626023e60596a5e5247c3543c4869eb044a,The tragedy of the reviewer commons.,https://doi.org/10.1111/j.1461-0248.2008.01276.x,embeddings_A5085232359,10.708757,3.0299134
A5085232359,5ad7c5fd8a7a849a51a50ff83c665e132aab0c52,Competition between spiders and pitcher plants? Prey availability and trophic interactions in bogs,https://doi.org/10.1038/npre.2009.3662.1,embeddings_A5085232359,9.739197,7.930392
A5085232359,8b19567de8430da0f8e881217f8aed56f75ef296,Macroecological signals of species interactions in the Danish avifauna,https://doi.org/10.1073/pnas.0914089107,embeddings_A5085232359,10.221887,8.11421
A5085232359,c5180fb7c1445ef859ec1dee6077fba1919c84bd,Detecting temporal trends in species assemblages with bootstrapping procedures and hierarchical models,https://doi.org/10.1098/rstb.2010.0262,embeddings_A5085232359,10.380253,8.190527
A5085232359,ccc6c1d430efa06faad708ba48f20da48bac5734,Canopy and litter ant assemblages share similar climate–species density relationships,https://doi.org/10.1098/rsbl.2010.0151,embeddings_A5085232359,10.313326,7.9184647
A5085232359,7ebb4a5afeac405fa7bf9bbba80e15123807d955,Global diversity in light of climate change: the case of ants,https://doi.org/10.1111/j.1472-4642.2011.00770.x,embeddings_A5085232359,9.424044,6.9736605
A5085232359,d19a2a2abfb39b839b47aa5b6cbfd18bd02473ec,Heating up the forest: open‐top chamber warming manipulation of arthropod communities at Harvard and Duke Forests,https://doi.org/10.1111/j.2041-210x.2011.00100.x,embeddings_A5085232359,10.692471,6.8868384
A5085232359,40560eea09c6ad4705b42e31324b04c869aeb734,Randomization tests for quantifying species importance to ecosystem function,https://doi.org/10.1111/j.2041-210x.2011.00121.x,embeddings_A5085232359,10.247885,7.9615693
A5085232359,93fa4f5c1dd7adfb3bcf1bb76fe109b0dba4ac0e,Effects of short-term warming on low and high latitude forest ant communities,https://doi.org/10.1890/es11-00097.1,embeddings_A5085232359,10.539547,7.8826866
A5085232359,27dfc986b2d07e6a547cb4a35c05f737b850f6ec,"Specimen‐Based Modeling, Stopping Rules, and the Extinction of the Ivory‐Billed Woodpecker",https://doi.org/10.1111/j.1523-1739.2011.01715.x,embeddings_A5085232359,10.338608,8.036812
A5085232359,c4db5a967b70a5e919cbb9742e86611ebec8f152,Proteomic characterization of the major arthropod associates of the carnivorous pitcher plant Sarracenia purpurea,https://doi.org/10.1002/pmic.201000256,embeddings_A5085232359,9.320612,7.839231
A5085232359,488c94404ad866813f64aad9f3c41df03bb876c9,Plant Species Richness and Ecosystem Multifunctionality in Global Drylands,https://doi.org/10.1126/science.1215442,embeddings_A5085232359,10.293163,7.338463
A5085232359,4c3ea79c2c7a72fa263729864ae4a7894972a81d,Quantifying temporal change in biodiversity: challenges and opportunities,https://doi.org/10.1098/rspb.2012.1931,embeddings_A5085232359,10.559838,8.084077
A5085232359,4b2789e19312b702bdff39f7f26bc1b5539c25c5,Predicting food‐web structure with metacommunity models,https://doi.org/10.1111/j.1600-0706.2012.00005.x,embeddings_A5085232359,10.302704,8.219767
A5085232359,9a6111a09d2df7c03efc2e1c9fe71a7116751b13,ARE RANGE‐SIZE DISTRIBUTIONS CONSISTENT WITH SPECIES‐LEVEL HERITABILITY?,https://doi.org/10.1111/j.1558-5646.2012.01581.x,embeddings_A5085232359,10.263151,8.304103
A5085232359,4005461f3f7043bd3fb311886667b738e3159e02,"Null model tests for niche conservatism, phylogenetic assortment and habitat filtering",https://doi.org/10.1111/j.2041-210x.2012.00217.x,embeddings_A5085232359,10.179829,8.11131
A5085232359,4f36e18f2c49b908fe9c2f7c89f5db50ecb7645e,Rarefaction and extrapolation with Hill numbers: a framework for sampling and estimation in species diversity studies,https://doi.org/10.1890/13-0133.1,embeddings_A5085232359,10.391936,8.2172
A5085232359,54f78d6d77bb57c222fd7937295930d925a3b413,MaxEnt versus MaxLike: empirical comparisons with ant species distributions,https://doi.org/10.1890/es13-00066.1,embeddings_A5085232359,10.37309,8.19754
A5085232359,a846697647aed9306c921640c83d64a7f8f27bf2,Organic-matter loading determines regime shifts and alternative states in an aquatic ecosystem,https://doi.org/10.1073/pnas.1221037110,embeddings_A5085232359,10.757248,8.424605
A5085232359,055a837d659c1c587e7b17723aeae73d48dfc981,Population dynamics of harmful algal blooms in Lake Champlain: A tale of two phases,https://doi.org/10.7287/peerj.preprints.75v2,embeddings_A5085232359,9.794944,7.8495574
A5085232359,6a9c3b5fe186ca4dea8e53d75796a35ad7718434,Assemblage Time Series Reveal Biodiversity Change but Not Systematic Loss,https://doi.org/10.1126/science.1248484,embeddings_A5085232359,10.434737,8.106809
A5085232359,677fc3cd905ac6b55cbcb8dd22ae57a22e7f866f,Climate and soil attributes determine plant species turnover in global drylands,https://doi.org/10.1111/jbi.12377,embeddings_A5085232359,10.299808,6.990081
A5085232359,c47a61837b922a5b2875c826e417cba8c79dd651,Matrix models for quantifying competitive intransitivity.,https://doi.org/10.1111/oik.01217,embeddings_A5085232359,13.809096,5.2655144
A5085232359,748b46074a01775416872efe24325c366e5159a1,Using Historical and Experimental Data to Reveal Warming Effects on Ant Assemblages,https://doi.org/10.1371/journal.pone.0088029,embeddings_A5085232359,10.700243,7.7757306
A5085232359,76ee2d5d30fdb8b41d1f3e3f76e77c684c92e6fb,Kernel Intensity Estimation of 2-Dimensional Spatial Poisson Point Processes From k-Tree Sampling,https://doi.org/10.1007/s13253-014-0175-0,embeddings_A5085232359,10.4519615,8.216847
A5085232359,20454ce03cfd79481c6ae7e3a6f8a825c7a8f50b,Rapid biotic homogenization of marine fish assemblages,https://doi.org/10.1038/ncomms9405,embeddings_A5085232359,10.4702215,8.085127
A5085232359,e4c10ad56670e85e78de8267ccf12cf9dabd5e75,"Climate change, genetic markers and species distribution modelling",https://doi.org/10.1111/jbi.12562,embeddings_A5085232359,9.858709,8.50409
A5085232359,7b67869ed33a1277ab4b719323b34b4e66841763,Species interactions and random dispersal rather than habitat filtering drive community assembly during early plant succession,https://doi.org/10.1111/oik.02658,embeddings_A5085232359,10.38999,7.8470654
A5085232359,820189264baf7ccd01aa2f44f509d623def4df7e,Ecological and biogeographic null hypotheses for comparing rarefaction curves,https://doi.org/10.1890/14-1261.1,embeddings_A5085232359,10.373784,8.23225
A5085232359,0aec3aba6c06ef066cd65a8b7f565ad8d0091537,"Effects of climate, species interactions, and dispersal on decadal colonization and extinction rates of Iberian tree species",https://doi.org/10.1016/j.ecolmodel.2015.04.003,embeddings_A5085232359,10.3314705,8.067211
A5085232359,0b0e568263f382bcc016308a38c1f6044833efb5,Temporal Overlap and Co-Occurrence in a Guild of Sub-Tropical Tephritid Fruit Flies,https://doi.org/10.1371/journal.pone.0132124,embeddings_A5085232359,10.08367,7.995392
A5085232359,62f76d691475047f319c567489f3a3696615be04,"Effects of neutrality, geometric constraints, climate, and habitat quality on species richness and composition of Atlantic Forest small‐mammals",https://doi.org/10.1111/geb.12330,embeddings_A5085232359,10.376767,8.056139
A5085232359,b254dfdf9af852a1be760fa5fa53f05cf928cf6c,Climatic warming destabilizes forest ant communities,https://doi.org/10.1126/sciadv.1600842,embeddings_A5085232359,10.695882,7.819454
A5085232359,748be6315807888f1446f115c83f617d0f482c14,"The evolution of heat shock protein sequences, cis-regulatory elements, and expression profiles in the eusocial Hymenoptera",https://doi.org/10.1186/s12862-015-0573-0,embeddings_A5085232359,8.995042,9.433054
A5085232359,dec650798856b917380deaeb4c660da155c3580a,Thermal reactionomes reveal divergent responses to thermal extremes in warm and cool-climate ant species,https://doi.org/10.1186/s12864-016-2466-z,embeddings_A5085232359,9.114832,9.3848095
A5085232359,03eec174ed80a0049bfc5ba719d29e823eb0be09,Association of Ant Predators and Edaphic Conditions with Termite Diversity in an Amazonian Rain Forest,https://doi.org/10.1111/btp.12270,embeddings_A5085232359,10.178846,7.922199
A5085232359,16f68ab324e3ef80a63bcd76bfccff7b100970cc,Correction: Corrigendum: Holocene shifts in the assembly of plant and animal communities implicate human impacts,https://doi.org/10.1038/nature19104,embeddings_A5085232359,10.183797,8.057524
A5085232359,7ab9452afed40727a5af8c5f00d1f086226c674c,Lyons et al. reply,https://doi.org/10.1038/nature20097,embeddings_A5085232359,10.227803,8.127897
A5085232359,b0c400f504156e9ca8e234705d8efbacbe545b76,Estimates of local biodiversity change over time stand up to scrutiny,https://doi.org/10.1101/062133,embeddings_A5085232359,10.494237,8.157781
